Dataset:      Vertical 3He, Q2=1.0
Runs:   20596-20789
Run #	Bin3Up	Bin3Down	Tup	Tdn	BGLup	BGLdn	BGRup	BGRdn	RSup	RSdn	RBG
20727 7183 6517 8920 8020 19581 16888 18163 15563 18.65300000000002 18.65300000000002 699.99999999999989
20729 7806 6188 9615 7622 20322 16357 19188 15047 18.65300000000002 18.65300000000002 699.99999999999989
20730 5433 5450 6792 6623 15257 13139 14283 12354 18.65300000000002 18.65300000000002 699.99999999999989
20738 7142 6692 8780 8321 18399 18366 17294 17047 18.65300000000002 18.65300000000002 699.99999999999989
20739 8132 6282 9971 7668 20795 15541 19182 14527 18.65300000000002 18.65300000000002 699.99999999999989
20740 6354 6389 7929 8060 17882 18607 16426 17797 18.65300000000002 18.65300000000002 699.99999999999989
20741 5932 6433 7501 8131 17500 19101 16443 17909 18.65300000000002 18.65300000000002 699.99999999999989
20745 7108 5700 8923 7110 20569 15887 19021 15052 18.65300000000002 18.65300000000002 699.99999999999989
20746 6776 5763 8498 7302 19472 17545 18043 16238 18.65300000000002 18.65300000000002 699.99999999999989
20749 4344 5531 5580 6875 14130 15416 12901 14189 18.65300000000002 18.65300000000002 699.99999999999989
20750 7396 5656 9187 7156 20365 17053 18534 15847 18.65300000000002 18.65300000000002 699.99999999999989
20751 3956 8667 4862 10989 10244 26294 9501 24257 18.65300000000002 18.65300000000002 699.99999999999989
20752 7581 5157 9483 6489 21442 14886 20248 13983 18.65300000000002 18.65300000000002 699.99999999999989
20754 6862 5583 8695 7002 20879 15883 19208 15086 18.65300000000002 18.65300000000002 699.99999999999989
20755 6217 6126 7852 7752 18499 18387 17110 17082 18.65300000000002 18.65300000000002 699.99999999999989
20756 6185 6286 7802 7936 18229 18803 17055 17200 18.65300000000002 18.65300000000002 699.99999999999989
20757 4389 8011 5445 10225 11819 24829 11027 23465 18.65300000000002 18.65300000000002 699.99999999999989
20759 5814 1374 7356 1758 17369 4443 16087 4031 18.65300000000002 18.65300000000002 699.99999999999989
